years,start_date,end_date,strategy_return,hold_return,difference_pp
1,2025-09-18,2026-09-18,-9.78421675338467,-68.64505529078643,58.86083853740176
3,2023-09-18,2026-09-18,294.8858067901658,40.94911406917632,253.9366927209895
5,2021-09-18,2026-09-18,267.92181160460365,-63.78787392417129,331.7096855287749
7,2019-09-18,2026-09-18,20211.01587648746,3114.8216957402014,17096.19418074726
9,2017-12-08,2026-09-18,122174.3231286865,3045.4120968381135,119128.91103184839
