years,start_date,end_date,strategy_return,hold_return,difference_pp
1,2025-09-22,2026-09-21,24.05832789293987,32.86169017406695,-8.803362281127079
3,2023-09-21,2026-09-21,58.635773034017774,97.53051665651097,-38.894743622493195
5,2021-09-21,2026-09-21,46.94186836328038,142.30607595569046,-95.36420759241008
7,2019-09-23,2026-09-21,286.24548099098274,546.0228207912425,-259.7773398002597
9,2017-09-21,2026-09-21,588.9063957290866,849.607430957786,-260.7010352286994
