years,start_date,end_date,strategy_return,hold_return,difference_pp
1,2025-09-18,2026-09-18,-7.379320628391099,-43.10690016355051,35.727579535159414
3,2023-09-18,2026-09-18,94.87735253350803,59.48647994389384,35.39087258961419
5,2021-09-18,2026-09-18,44.60179996097415,-23.912201751841906,68.51400171281605
7,2019-09-18,2026-09-18,833.7970994048163,1135.3042554079175,-301.50715600310116
9,2017-12-08,2026-09-18,2458.2097107295567,472.62491681848576,1985.5847939110708
